Category,Name,Image Path,Description,Style
TV-media-furniture,Glass-shelf,database/images\TV-&-media-furniture---------Glass-shelf----------56x36-cm.jpg,"Make your things float in the air. Well, almost. With tempered glass shelves you get a storage solution that’s both airy and organised at the same time.",Modern
TV-media-furniture,Drawer-frame,database/images\TV-&-media-furniture---------Drawer-frame----------60x25x40-cm.jpg,"Remote controls, ear plugs and books. BESTÅ drawer frame creates space for both small stuff and bigger things. If you complete with inserts, your drawers will be organised too.",Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------520-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------22-mm.jpg,"Knobs and handles are like icing on the cake. Enhance the style you like, refresh the look of doors and drawers, coordinate with the rest of your home – a simple change can make a big difference.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------320-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------35-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
TV-media-furniture,Drop-handle,database/images\TV-&-media-furniture---------Drop-handle----------49-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. MOSSARYD drop handles catch your eye and create a warm, personal expression in your home.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------597-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. Stainless steel KALLRÖR handles with softly rounded, clean lines enhance the modern expression of your home.",Modern
TV-media-furniture,Leather-handle,database/images\TV-&-media-furniture---------Leather-handle----------153-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. ÖSTERNÄS leather handles add a warm, personal touch to your home giving it character and a natural look.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------405-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. Stainless steel KALLRÖR handles with softly rounded, clean lines enhance the modern expression of your home.",Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------720-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Doordrawer-front,database/images\TV-&-media-furniture---------Doordrawer-front----------60x38-cm.jpg,"HANVIKEN white is a framed front that adds a warm, natural feeling and a traditional touch to your storage. Complement with SINDVIK glass doors.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------320-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Storage-combination-with-doors,database/images\TV-&-media-furniture---------Storage-combination-with-doors----------120x42x202-cm.jpg,Things that tend to get cluttered can be placed out of sight while your favourite objects can be showcased on open shelves. A storage-and-display solution is practical and tells a story about yourself.,Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------300-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. HACKÅS knobs and handles are smooth to the touch and easy to grip, and give your home a fresh, modern look.",Contemporary
Wardrobes,Wardrobe-with-2-doors,database/images\Wardrobes---------Wardrobe-with-2-doors----------79x176-cm.jpg,"Simple and smart! When all you need is a wardrobe with all the basic functions. If storage space is still not enough, why not add another wardrobe from the RAKKESTAD series?",Scandinavian
Wardrobes,Wardrobe,database/images\Wardrobes---------Wardrobe----------80x50x187-cm.jpg,"When we created the traditional SMÅGÖRA series, we focused on safety. That´s why all the surfaces of the cot, changing table and wardrobe are non-toxic – with all edges and corners softly rounded.",Modern
Wardrobes,Wardrobe-with-2-doors3-drawers,database/images\Wardrobes---------Wardrobe-with-2-doors+3-drawers----------160x42x181-cm.jpg,"PLATSA series creates storage possibilities, even in the trickiest of places. The modular parts can be built high, low, under sloping ceilings or staircases, around a window or even along an entire wall.",Modern
Wardrobes,Wardrobe-with-3-doors,database/images\Wardrobes---------Wardrobe-with-3-doors----------140x42x161-cm.jpg,The PLATSA series has storage solutions for even the trickiest spaces. You can build high or low. Under a sloping ceiling or along an entire wall. Finish with doors and interior organisers as needed.,Modern
Wardrobes,Wardrobe-with-3-doors,database/images\Wardrobes---------Wardrobe-with-3-doors----------117x176-cm.jpg,"Simple and smart! When all you need is a wardrobe with all the basic functions. If storage space is still not enough, why not add another wardrobe from the KLEPPSTAD series?",Scandinavian
Wardrobes,Wardrobe-with-3-doors,database/images\Wardrobes---------Wardrobe-with-3-doors----------117x190-cm.jpg,"Small spaces need smart storage. This wardrobe has a clothes rail for shirts and dresses, shelves for folded clothes, shoes and bags – and a mirror door too so you avoid needing to mount a separate mirror.",Modern
Wardrobes,Wardrobe-with-2-doors,database/images\Wardrobes---------Wardrobe-with-2-doors----------79x176-cm.jpg,"Simple and smart! When all you need is a wardrobe with all the basic functions. If storage space is still not enough, why not add another wardrobe from the KLEPPSTAD series?",Scandinavian
Wardrobes,Wardrobe,database/images\Wardrobes---------Wardrobe----------74x51x149-cm.jpg,"Inspired by the ingenuity of tents, we worked with tent suppliers to develop this wardrobe. Great for seasonal clothes or when you need to bring your wardrobe with you. Roll it and bring it along.",Modern
Wardrobes,Wardrobe-with-2-doors,database/images\Wardrobes---------Wardrobe-with-2-doors----------78x190-cm.jpg,"Small spaces need smart storage. This wardrobe has a clothes rail for shirts and dresses, an inner shelf for folded clothes like t-shirts and sweaters – and there is also room to hang your long clothes.",Modern
Wardrobes,Wardrobe,database/images\Wardrobes---------Wardrobe----------60x51x178-cm.jpg,This spacious wardrobe has both a clothes rail and shelves. It’s also so deep that you can hang adult-sized hangers – perfect for when your child gets older.,Modern
Wardrobes,Wardrobe,database/images\Wardrobes---------Wardrobe----------120x60x191-cm.jpg,The classic design with panelled doors never goes out of style. Are you on your way? Use the full-length mirror so you can see your outfit from top to toe. Psst! Please attach to the wall.,Traditional
Wardrobes,Open-wardrobe-with-sliding-door,database/images\Wardrobes---------Open-wardrobe-with-sliding-door----------120x186-cm.jpg,This wardrobe is inspired by classic Scandinavian furniture design with clean lines and an airy expression. It works as storage for your clothes and belongings – and will be a statement piece in your home.,Modern
Wardrobes,Wardrobe,database/images\Wardrobes---------Wardrobe----------80x139-cm.jpg,"For those who love white – a spacious wardrobe with room for shoes, folded sweaters and hanging clothes. Both a clothes rail and shelves can also be moved as your child grows.",Modern
